block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
2780;miniXyce.x;;15.38;0.01;;;;;;
4971;miniXyce.x;;7.69;0;;;;;;
5070;miniXyce.x;;7.69;0;;;;;;
2975;miniXyce.x;;7.69;0;;;;;;
