block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
4968;miniXyce.x;;21.43;0.02;;;;;;
1255;miniXyce.x;;14.29;0.01;;;;;;
1244;miniXyce.x;;7.14;0.01;;;;;;
2944;miniXyce.x;;7.14;0.01;;;;;;
1247;miniXyce.x;;7.14;0.01;;;;;;
2509;miniXyce.x;;7.14;0.01;;;;;;
