Transient_calculation_time: 0.087145
Transient_calculation_time: 0.078862
Transient_calculation_time: 0.078801
Transient_calculation_time: 0.078881
Transient_calculation_time: 0.078394
Transient_calculation_time: 0.078917
Transient_calculation_time: 0.078856
Transient_calculation_time: 0.078359
Transient_calculation_time: 0.078855
Transient_calculation_time: 0.078363
Transient_calculation_time: 0.079007
Transient_calculation_time: 0.078549
Transient_calculation_time: 0.078795
Transient_calculation_time: 0.078511
Transient_calculation_time: 0.079735
Transient_calculation_time: 0.08108
Transient_calculation_time: 0.080297
Transient_calculation_time: 0.081439
Transient_calculation_time: 0.082148
Transient_calculation_time: 0.081217
Transient_calculation_time: 0.081943
Transient_calculation_time: 0.082099
Transient_calculation_time: 0.082405
Transient_calculation_time: 0.082273
Transient_calculation_time: 0.083804
Transient_calculation_time: 0.082743
Transient_calculation_time: 0.083091
Transient_calculation_time: 0.081969
Transient_calculation_time: 0.081954
Transient_calculation_time: 0.085423
Transient_calculation_time: 0.084062
Transient_calculation_time: 0.085853
Transient_calculation_time: 0.083329
Transient_calculation_time: 0.085176
Transient_calculation_time: 0.085348
Transient_calculation_time: 0.085589
Transient_calculation_time: 0.085859
Transient_calculation_time: 0.085452
Transient_calculation_time: 0.08471
Transient_calculation_time: 0.085986
Transient_calculation_time: 0.085022
Transient_calculation_time: 0.08435
Transient_calculation_time: 0.083941
Transient_calculation_time: 0.085479
Transient_calculation_time: 0.086259
Transient_calculation_time: 0.08586
Transient_calculation_time: 0.086921
Transient_calculation_time: 0.087962
Transient_calculation_time: 0.08712
Transient_calculation_time: 0.087365
Transient_calculation_time: 0.087366
Transient_calculation_time: 0.088101
Transient_calculation_time: 0.085388
Transient_calculation_time: 0.08802
Transient_calculation_time: 0.087692
Transient_calculation_time: 0.086
Transient_calculation_time: 0.086614
Transient_calculation_time: 0.086705
Transient_calculation_time: 0.088057
Transient_calculation_time: 0.085637
Transient_calculation_time: 0.088135
Transient_calculation_time: 0.08789
Transient_calculation_time: 0.088389
Transient_calculation_time: 0.088797
Transient_calculation_time: 0.087302
Transient_calculation_time: 0.089175
Transient_calculation_time: 0.087395
Transient_calculation_time: 0.087537
Transient_calculation_time: 0.088748
Transient_calculation_time: 0.089193
Transient_calculation_time: 0.088234
Transient_calculation_time: 0.08757
Transient_calculation_time: 0.087547
Transient_calculation_time: 0.0884
Transient_calculation_time: 0.087506
Transient_calculation_time: 0.088975
Transient_calculation_time: 0.089063
Transient_calculation_time: 0.087347
Transient_calculation_time: 0.08994
Transient_calculation_time: 0.087963
Transient_calculation_time: 0.087822
Transient_calculation_time: 0.090171
Transient_calculation_time: 0.089816
Transient_calculation_time: 0.090432
Transient_calculation_time: 0.089909
Transient_calculation_time: 0.090591
Transient_calculation_time: 0.091754
Transient_calculation_time: 0.098701
Transient_calculation_time: 0.09852
Transient_calculation_time: 0.099473
Transient_calculation_time: 0.098091
Transient_calculation_time: 0.098314
Transient_calculation_time: 0.098738
Transient_calculation_time: 0.098166
Transient_calculation_time: 0.099822
Transient_calculation_time: 0.098637
Transient_calculation_time: 0.098327
Transient_calculation_time: 0.10089
Transient_calculation_time: 0.098878
Transient_calculation_time: 0.097558
Transient_calculation_time: 0.097515
Transient_calculation_time: 0.101814
Transient_calculation_time: 0.098511
Transient_calculation_time: 0.098857
Transient_calculation_time: 0.099512
Transient_calculation_time: 0.098831
Transient_calculation_time: 0.098588
Transient_calculation_time: 0.098322
Transient_calculation_time: 0.098555
Transient_calculation_time: 0.098872
Transient_calculation_time: 0.098278
Transient_calculation_time: 0.098505
Transient_calculation_time: 0.099225
Transient_calculation_time: 0.098116
Transient_calculation_time: 0.098755
Transient_calculation_time: 0.122545
Transient_calculation_time: 0.138655
Transient_calculation_time: 0.138119
Transient_calculation_time: 0.14085
Transient_calculation_time: 0.13868
Transient_calculation_time: 0.13833
Transient_calculation_time: 0.139714
Transient_calculation_time: 0.116131
Transient_calculation_time: 0.112374
Transient_calculation_time: 0.111752
Transient_calculation_time: 0.112637
Transient_calculation_time: 0.112837
Transient_calculation_time: 0.112041
Transient_calculation_time: 0.112375
Transient_calculation_time: 0.11393
Transient_calculation_time: 0.112482
Transient_calculation_time: 0.113233
Transient_calculation_time: 0.112233
Transient_calculation_time: 0.112863
Transient_calculation_time: 0.116083
Transient_calculation_time: 0.112013
Transient_calculation_time: 0.112285
Transient_calculation_time: 0.113971
Transient_calculation_time: 0.117472
Transient_calculation_time: 0.138716
Transient_calculation_time: 0.139845
Transient_calculation_time: 0.140316
Transient_calculation_time: 0.13977
Transient_calculation_time: 0.140252
Transient_calculation_time: 0.139992
Transient_calculation_time: 0.126382
Transient_calculation_time: 0.113821
Transient_calculation_time: 0.112834
Transient_calculation_time: 0.113915
Transient_calculation_time: 0.113978
Transient_calculation_time: 0.112325
Transient_calculation_time: 0.112221
Transient_calculation_time: 0.111573
Transient_calculation_time: 0.112287
Transient_calculation_time: 0.112636
Transient_calculation_time: 0.111002
Transient_calculation_time: 0.112967
Transient_calculation_time: 0.11318
Transient_calculation_time: 0.11184
