#	Mesure	Temps_moyen	Ecart_type
Parameter parsing	0.000591984	0.00455673	2.91003%
Netlist parsing	5.52277e-05	1.54001e-05	0.271484%
DCOP calc	0.000138195	4.41384e-05	0.67933%
Matrix setup	2.66647e-07	7.8072e-08	0.00131076%
Transient calc	0.0185971	0.00468128	91.4179%
I/O File	0.015325	0.00844182	75.3334%
Total Simulation	0.0203429	0.0114344	100%
