block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3122;miniXyce.x;;0.11;0.01;0.01;0.01;0.01;0.00137893948704;2;
872;miniXyce.x;;0.11;0.01;0;0.01;0.02;0.080679208040237;2;
3806;miniXyce.x;;0.08;0.01;0.01;0.01;0.01;0;1;
3141;miniXyce.x;;0.08;0.01;0;0.01;0.01;0.038615930825472;2;
3161;miniXyce.x;;0.08;0.01;0;0.01;0.01;0.038615930825472;2;
3142;miniXyce.x;;0.08;0.01;0;0.01;0.01;0.038615930825472;2;
3140;miniXyce.x;;0.08;0.01;0;0.01;0.01;0.038615930825472;2;
3520;miniXyce.x;;0.08;0.01;0;0.01;0.01;0.040684338659048;2;
3135;miniXyce.x;;0.08;0.01;0;0.01;0.01;0.040684338659048;2;
3518;miniXyce.x;;0.08;0.01;0;0.01;0.01;0.040684338659048;2;
3151;miniXyce.x;;0.08;0.01;0.02;0.02;0.02;0;1;
1411;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
3803;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
3810;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
3643;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
3120;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
8;miniXyce.x;;0.06;0.01;0;0;0;0.00068946974352002;2;
1612;miniXyce.x;;0.06;0.01;0;0;0;0.00068946974352002;2;
3153;miniXyce.x;;0.06;0.01;0;0;0;0.00068946974352002;2;
3709;miniXyce.x;;0.06;0.01;0;0;0;0.00068946974352002;2;
3168;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
3333;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
1120;miniXyce.x;;0.06;0.01;0.01;0.01;0.01;0;1;
2736;miniXyce.x;;0.03;0;0;0;0;0;1;
3118;miniXyce.x;;0.03;0;0;0;0;0;1;
3150;miniXyce.x;;0.03;0;0;0;0;0;1;
3704;miniXyce.x;;0.03;0;0;0;0;0;1;
3316;miniXyce.x;;0.03;0;0;0;0;0;1;
3331;miniXyce.x;;0.03;0;0;0;0;0;1;
3169;miniXyce.x;;0.03;0;0;0;0;0;1;
3525;miniXyce.x;;0.03;0;0;0;0;0;1;
3156;miniXyce.x;;0.03;0;0;0;0;0;1;
2893;miniXyce.x;;0.03;0;0;0;0;0;1;
3340;miniXyce.x;;0.03;0;0;0;0;0;1;
3146;miniXyce.x;;0.03;0;0;0;0;0;1;
3148;miniXyce.x;;0.03;0;0;0;0;0;1;
2897;miniXyce.x;;0.03;0;0;0;0;0;1;
3124;miniXyce.x;;0.03;0;0;0;0;0;1;
3125;miniXyce.x;;0.03;0;0;0;0;0;1;
973;miniXyce.x;;0.03;0;0;0;0;0;1;
3822;miniXyce.x;;0.03;0;0;0;0;0;1;
3802;miniXyce.x;;0.03;0;0;0;0;0;1;
296;miniXyce.x;;0.03;0;0;0;0;0;1;
3636;miniXyce.x;;0.03;0;0;0;0;0;1;
1611;miniXyce.x;;0.03;0;0;0;0;0;1;
1606;miniXyce.x;;0.03;0;0;0;0;0;1;
1608;miniXyce.x;;0.03;0;0;0;0;0;1;
3343;miniXyce.x;;0.03;0;0;0;0;0;1;
1649;miniXyce.x;;0.03;0;0;0;0;0;1;
3368;miniXyce.x;;0.03;0;0;0;0;0;1;
3138;miniXyce.x;;0.03;0;0;0;0;0;1;
3642;miniXyce.x;;0.03;0;0;0;0;0;1;
3330;miniXyce.x;;0.03;0;0;0;0;0;1;
3165;miniXyce.x;;0.03;0;0;0;0;0;1;
3334;miniXyce.x;;0.03;0;0;0;0;0;1;
3117;miniXyce.x;;0.03;0;0;0;0;0;1;
3356;miniXyce.x;;0.03;0;0;0;0;0;1;
3202;miniXyce.x;;0.03;0;0;0;0;0;1;
3339;miniXyce.x;;0.03;0;0;0;0;0;1;
3437;miniXyce.x;;0.03;0;0;0;0;0;1;
3121;miniXyce.x;;0.03;0;0;0;0;0;1;
3260;miniXyce.x;;0.03;0;0;0;0;0;1;
2909;miniXyce.x;;0.03;0;0;0;0;0;1;
3295;miniXyce.x;;0.03;0;0;0;0;0;1;
3274;miniXyce.x;;0.03;0;0;0;0;0;1;
