function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
1342;libmpi.so.12.1.10;MPIR_Wait_state;;0.03;0.04;0.04;0.04;0.05;0.0063769146800041;3;
296;libc-2.31.so;swapcontext;;0.03;0.04;0.12;0.12;0.12;0;1;
-1;kernel;unknown_kernel_region;;0.03;0.04;0.04;0.06;0.08;0.016252240166068;2;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.03;0.04;0.02;0.04;0.07;0.021154101938009;3;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.02;0.03;0.01;0.03;0.06;0.017776597291231;3;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.02;0.03;0.02;0.03;0.03;0.0041781580075622;3;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.02;0.03;0.02;0.03;0.04;0.0093961730599403;3;
102;miniXyce.x;.plt.sec@start;;0.02;0.02;0.01;0.02;0.04;0.0090397037565708;3;
1026;libstdc++.so.6.0.28;.plt.sec@start;;0.02;0.02;0.01;0.02;0.03;0.0034254803322256;3;
348;libc-2.31.so;psiginfo;;0.02;0.02;0.06;0.06;0.06;0;1;
2588;libmpi.so.12.1.10;check_terminating_vcs;;0.01;0.02;0.01;0.02;0.02;0.0040077730081975;3;
1265;libstdc++.so.6.0.28;__cxxabiv1::__vmi_class_type_info::__do_dyncast(long, __cxxabiv1::__class_type_info::__sub_kind, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info::__dyncast_result&) const;;0.01;0.01;0.04;0.04;0.04;0;1;
3444;libstdc++.so.6.0.28;std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_float<double>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, char, double) const;;0.01;0.01;0.03;0.03;0.03;0;1;
72;libc-2.31.so;__uselocale;;0.01;0.01;0.03;0.03;0.03;0;1;
1834;libmpi.so.12.1.10;MPIR_Csel_search;;0.01;0.01;0;0.01;0.02;0.0050709960050881;2;
11;ld-2.31.so;_dl_rtld_di_serinfo;;0.01;0.01;0.01;0.01;0.01;0.0022670584730804;3;
1143;libstdc++.so.6.0.28;operator delete(void*);;0;0.01;0.02;0.02;0.02;0;1;
49;miniXyce.x;mX_linear_DAE_utils::evaluate_b(double, mX_linear_DAE_utils::mX_linear_DAE*);;0;0.01;0.01;0.01;0.01;0.002833177568391;2;
1149;libstdc++.so.6.0.28;__dynamic_cast;;0;0.01;0.01;0.01;0.01;0.0028288583271205;2;
3514;libstdc++.so.6.0.28;std::ostream::sentry::~sentry();;0;0.01;0.02;0.02;0.02;0;1;
543;libc-2.31.so;_IO_str_pbackfail;;0;0.01;0.02;0.02;0.02;0;1;
453;libc-2.31.so;vscanf;;0;0.01;0.02;0.02;0.02;0;1;
2527;libmpi.so.12.1.10;MPIDI_RMA_init;;0;0;0;0;0.01;0.00011907192674698;2;
62;miniXyce.x;mX_matrix_utils::distributed_sparse_matrix_add_to(mX_matrix_utils::distributed_sparse_matrix*, int, int, double, int, int);;0;0;0.01;0.01;0.01;0.00011691222607624;2;
0;miniXyce.x;Unknown function;;0;0;0.01;0.01;0.01;0.00011691222607624;2;
3794;libstdc++.so.6.0.28;std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long);;0;0;0.01;0.01;0.01;0;1;
3549;libstdc++.so.6.0.28;std::ostream& std::ostream::_M_insert<double>(double);;0;0;0.01;0.01;0.01;0;1;
2508;libstdc++.so.6.0.28;std::__cxx11::numpunct<char>::do_falsename() const;;0;0;0.01;0.01;0.01;0;1;
1379;libstdc++.so.6.0.28;std::__num_base::_S_format_float(std::ios_base const&, char*, char);;0;0;0.01;0.01;0.01;0;1;
1175;libmpi.so.12.1.10;MPIR_Type_get_true_extent_x_impl;;0;0;0.01;0.01;0.01;0;1;
519;libc-2.31.so;_IO_enable_locks;;0;0;0.01;0.01;0.01;0;1;
2422;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerSend;;0;0;0.01;0.01;0.01;0;1;
1906;libmpi.so.12.1.10;MPIC_Sendrecv;;0;0;0.01;0.01;0.01;0;1;
1280;libmpi.so.12.1.10;MPIR_Localcopy;;0;0;0.01;0.01;0.01;0;1;
2580;libmpi.so.12.1.10;MPIDI_CH3_iSendv;;0;0;0;0;0;0;1;
2473;libmpi.so.12.1.10;MPID_Isend;;0;0;0;0;0;0;1;
2189;libstdc++.so.6.0.28;std::string::_Rep::_S_create(unsigned long, unsigned long, std::allocator<char> const&);;0;0;0;0;0;0;1;
1904;libmpi.so.12.1.10;MPIC_Recv;;0;0;0;0;0;0;1;
73;miniXyce.x;void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > const&>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&);;0;0;0;0;0;0;1;
3513;libstdc++.so.6.0.28;std::ostream::sentry::sentry(std::ostream&);;0;0;0.01;0.01;0.01;0;1;
3429;libstdc++.so.6.0.28;std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_pad(char, long, std::ios_base&, char*, char const*, int&) const;;0;0;0.01;0.01;0.01;0;1;
3415;libstdc++.so.6.0.28;bool std::has_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&);;0;0;0.01;0.01;0.01;0;1;
3103;libstdc++.so.6.0.28;std::istream::sentry::sentry(std::istream&, bool);;0;0;0.01;0.01;0.01;0;1;
2020;libmpi.so.12.1.10;MPIR_Typerep_unpack;;0;0;0.01;0.01;0.01;0;1;
1370;libstdc++.so.6.0.28;std::locale::id::_M_id() const;;0;0;0.01;0.01;0.01;0;1;
1173;libmpi.so.12.1.10;MPIR_Type_get_true_extent_impl;;0;0;0.01;0.01;0.01;0;1;
813;libmpi.so.12.1.10;MPI_Allreduce;;0;0;0.01;0.01;0.01;0;1;
515;libc-2.31.so;_IO_default_xsputn;;0;0;0.01;0.01;0.01;0;1;
512;libc-2.31.so;_IO_setb;;0;0;0.01;0.01;0.01;0;1;
306;libc-2.31.so;__printf_fp;;0;0;0.01;0.01;0.01;0;1;
24;miniXyce.x;main;;0;0;0.01;0.01;0.01;0;1;
