block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3155;miniXyce.x;;0;0;0;0;0;0;1;
3709;miniXyce.x;;0;0;0;0;0;0;1;
3118;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
1613;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
1608;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
1610;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
3314;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
1128;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
3382;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
3268;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
3334;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
2895;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
3125;miniXyce.x;;0;0;0.01;0.01;0.01;0;1;
