node;pid;total_cycles;mpi_cycles;omp_cycles;sum_walltime;thread_cycles;sum_insns;mpi_insns;omp_insns;scalar_double;scalar_single;packed_single_128;packed_double_128;packed_single_256;packed_double_256;packed_single_512;packed_double_512;
robin-SATELLITE-L70-A;6655;6198602240;0;0;2.595005273819;0;0;0;0;0;0;0;0;0;0;0;0;
