function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
305;libc-2.31.so;vprintf;;0.1;0.1;0.41;0.41;0.41;0;1;
2591;libmpi.so.12.1.10;MPID_nem_handle_pkt;;0.1;0.1;0.04;0.1;0.16;0.050510723143816;4;
2491;libmpi.so.12.1.10;MPID_Send;;0.09;0.09;0.07;0.09;0.12;0.023866429924965;4;
1902;libc-2.31.so;__nss_database_lookup;;0.07;0.07;0.02;0.06;0.13;0.046215392649174;4;
2226;libmpi.so.12.1.10;MPIDI_CH3I_Comm_find;;0.06;0.06;0.01;0.06;0.09;0.033240180462599;4;
2310;libmpi.so.12.1.10;MPID_Request_create_hook;;0.06;0.06;0.04;0.06;0.1;0.030598813667893;4;
2317;libmpi.so.12.1.10;MPID_Request_complete;;0.06;0.06;0.04;0.06;0.08;0.01726807653904;4;
1060;libc-2.31.so;__poll;;0.06;0.06;0.03;0.06;0.07;0.016721833497286;4;
48;miniXyce.x;void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&);;0.06;0.06;0.04;0.06;0.06;0.010457361117005;4;
-1;kernel;unknown_kernel_region;;0.05;0.05;0.02;0.05;0.08;0.034467943012714;4;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.04;0.04;0.02;0.04;0.07;0.02126189135015;4;
320;libmpi.so.12.1.10;.plt.sec@start;;0.04;0.04;0.02;0.04;0.06;0.021356211975217;4;
71;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*);;0.04;0.04;0.02;0.05;0.1;0.040439937263727;3;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.04;0.04;0.01;0.04;0.08;0.030015278607607;4;
1342;libmpi.so.12.1.10;MPIR_Wait_state;;0.03;0.03;0.01;0.03;0.05;0.018947053700686;4;
72;miniXyce.x;void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&);;0.02;0.02;0.01;0.02;0.03;0.008880976587534;4;
1343;libmpi.so.12.1.10;MPIR_Wait_impl;;0.02;0.02;0;0.02;0.05;0.022509478032589;4;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.02;0.02;0.01;0.02;0.03;0.0048857168294489;4;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.02;0.02;0.01;0.02;0.05;0.016293063759804;4;
348;libc-2.31.so;psiginfo;;0.02;0.02;0.08;0.08;0.08;0;1;
296;libc-2.31.so;swapcontext;;0.02;0.02;0.08;0.08;0.08;0;1;
2599;libmpi.so.12.1.10;MPIDI_CH3I_Posted_recv_dequeued;;0.01;0.01;0.05;0.05;0.05;0;1;
1906;libmpi.so.12.1.10;MPIC_Sendrecv;;0.01;0.01;0;0.01;0.02;0.0097608715295792;4;
2598;libmpi.so.12.1.10;MPIDI_CH3I_Posted_recv_enqueued;;0.01;0.01;0.05;0.05;0.05;0;1;
102;miniXyce.x;.plt.sec@start;;0.01;0.01;0;0.01;0.02;0.0074030277319252;4;
2588;libmpi.so.12.1.10;check_terminating_vcs;;0.01;0.01;0;0.01;0.01;0.0058427145704627;4;
1026;libstdc++.so.6.0.28;.plt.sec@start;;0.01;0.01;0.01;0.01;0.01;0.0026956065557897;3;
2580;libmpi.so.12.1.10;MPIDI_CH3_iSendv;;0.01;0.01;0;0.01;0.01;0.0059968717396259;3;
3429;libstdc++.so.6.0.28;std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_pad(char, long, std::ios_base&, char*, char const*, int&) const;;0.01;0.01;0.03;0.03;0.03;0;1;
2812;libstdc++.so.6.0.28;std::basic_filebuf<char, std::char_traits<char> >::xsputn(char const*, long);;0.01;0.01;0.03;0.03;0.03;0;1;
1143;libstdc++.so.6.0.28;operator delete(void*);;0.01;0.01;0;0.01;0.01;0.0048949443735182;3;
3794;libstdc++.so.6.0.28;std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long);;0.01;0.01;0.02;0.02;0.02;0;1;
3444;libstdc++.so.6.0.28;std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_float<double>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, char, double) const;;0.01;0.01;0.02;0.02;0.02;0;1;
813;libmpi.so.12.1.10;MPI_Allreduce;;0.01;0.01;0;0.01;0.01;0.0059685627929866;3;
73;miniXyce.x;void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > const&>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&);;0.01;0.01;0;0.01;0.01;0.0024339477531612;4;
2508;libstdc++.so.6.0.28;std::__cxx11::numpunct<char>::do_falsename() const;;0.01;0.01;0.02;0.02;0.02;0;1;
1149;libstdc++.so.6.0.28;__dynamic_cast;;0.01;0.01;0.02;0.02;0.02;0;1;
72;libc-2.31.so;__uselocale;;0.01;0.01;0.02;0.02;0.02;0;1;
11;ld-2.31.so;_dl_rtld_di_serinfo;;0.01;0.01;0;0;0;8.3339866250753e-05;4;
3389;libstdc++.so.6.0.28;std::ctype<char> const& std::use_facet<std::ctype<char> >(std::locale const&);;0;0;0.01;0.01;0.01;0;1;
1788;libmpi.so.12.1.10;MPIR_SUM_check_dtype;;0;0;0.01;0.01;0.01;0;1;
453;libc-2.31.so;vscanf;;0;0;0.01;0.01;0.01;0;1;
1173;libmpi.so.12.1.10;MPIR_Type_get_true_extent_impl;;0;0;0;0.01;0.01;0.0036354234907776;2;
811;libmpi.so.12.1.10;MPIR_Allreduce_impl;;0;0;0;0;0;8.6316853412427e-05;3;
810;libmpi.so.12.1.10;MPIR_Allreduce_allcomm_auto;;0;0;0;0.01;0.01;0.0037127973046154;2;
1289;libstdc++.so.6.0.28;std::codecvt<char, char, __mbstate_t>::do_always_noconv() const;;0;0;0.01;0.01;0.01;0;1;
1265;libstdc++.so.6.0.28;__cxxabiv1::__vmi_class_type_info::__do_dyncast(long, __cxxabiv1::__class_type_info::__sub_kind, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info::__dyncast_result&) const;;0;0;0.01;0.01;0.01;0;1;
543;libc-2.31.so;_IO_str_pbackfail;;0;0;0.01;0.01;0.01;0;1;
512;libc-2.31.so;_IO_setb;;0;0;0.01;0.01;0.01;0;1;
2474;libmpi.so.12.1.10;MPID_Isend_coll;;0;0;0;0;0;0.00011133880616399;2;
62;miniXyce.x;mX_matrix_utils::distributed_sparse_matrix_add_to(mX_matrix_utils::distributed_sparse_matrix*, int, int, double, int, int);;0;0;0.01;0.01;0.01;0;1;
2421;libmpi.so.12.1.10;MPIDI_CH3_EagerContigIsend;;0;0;0;0;0;7.2130378612201e-06;2;
2020;libmpi.so.12.1.10;MPIR_Typerep_unpack;;0;0;0;0;0;7.2130378612201e-06;2;
3462;libstdc++.so.6.0.28;std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long&) const;;0;0;0;0;0;9.9012824648526e-05;2;
1834;libmpi.so.12.1.10;MPIR_Csel_search;;0;0;0;0;0;1.2325977877481e-05;2;
2422;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerSend;;0;0;0;0;0;9.179978951579e-05;2;
1478;libstdc++.so.6.0.28;std::_Rb_tree_decrement(std::_Rb_tree_node_base*);;0;0;0.01;0.01;0.01;0;1;
3549;libstdc++.so.6.0.28;std::ostream& std::ostream::_M_insert<double>(double);;0;0;0;0;0;0;1;
3514;libstdc++.so.6.0.28;std::ostream::sentry::~sentry();;0;0;0;0;0;0;1;
3513;libstdc++.so.6.0.28;std::ostream::sentry::sentry(std::ostream&);;0;0;0;0;0;0;1;
3428;libstdc++.so.6.0.28;std::money_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, bool, std::ios_base&, char, std::string const&) const;;0;0;0;0;0;0;1;
2063;libmpi.so.12.1.10;MPIR_Err_init;;0;0;0;0;0;0;1;
1379;libstdc++.so.6.0.28;std::__num_base::_S_format_float(std::ios_base const&, char*, char);;0;0;0;0;0;0;1;
1370;libstdc++.so.6.0.28;std::locale::id::_M_id() const;;0;0;0;0;0;0;1;
547;libc-2.31.so;__libc_alloca_cutoff;;0;0;0;0;0;0;1;
519;libc-2.31.so;_IO_enable_locks;;0;0;0;0;0;0;1;
515;libc-2.31.so;_IO_default_xsputn;;0;0;0;0;0;0;1;
2473;libmpi.so.12.1.10;MPID_Isend;;0;0;0;0;0;0;1;
2469;libmpi.so.12.1.10;MPID_Irecv;;0;0;0;0;0;0;1;
2237;libmpi.so.12.1.10;MPIDI_CH3U_Receive_data_found;;0;0;0;0;0;0;1;
1902;libmpi.so.12.1.10;MPIC_Wait;;0;0;0;0;0;0;1;
1280;libmpi.so.12.1.10;MPIR_Localcopy;;0;0;0;0;0;0;1;
3103;libstdc++.so.6.0.28;std::istream::sentry::sentry(std::istream&, bool);;0;0;0;0;0;0;1;
1050;libmpi.so.12.1.10;MPIR_Reduce_local;;0;0;0;0;0;0;1;
19;ld-2.31.so;_dl_find_dso_for_object;;0;0;0;0;0;0;1;
3458;libstdc++.so.6.0.28;std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_float(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, std::string&) const;;0;0;0;0;0;0;1;
1787;libmpi.so.12.1.10;MPIR_SUM;;0;0;0;0;0;0;1;
1527;libmpi.so.12.1.10;MPIR_Allreduce_intra_recursive_doubling;;0;0;0;0;0;0;1;
49;miniXyce.x;mX_linear_DAE_utils::evaluate_b(double, mX_linear_DAE_utils::mX_linear_DAE*);;0;0;0;0;0;0;1;
