block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3157;miniXyce.x;;0.19;0.19;0.04;0.19;0.48;0.19699695706367;4;
3139;miniXyce.x;;0.15;0.15;0.1;0.15;0.17;0.03479453548789;4;
3133;miniXyce.x;;0.13;0.13;0.06;0.13;0.21;0.07180405408144;4;
3147;miniXyce.x;;0.11;0.11;0.02;0.11;0.21;0.092361763119698;4;
3363;miniXyce.x;;0.09;0.09;0.06;0.09;0.11;0.022101406008005;4;
3381;miniXyce.x;;0.09;0.09;0.06;0.09;0.11;0.02209403552115;4;
3143;miniXyce.x;;0.06;0.06;0.03;0.06;0.08;0.023390553891659;4;
3160;miniXyce.x;;0.04;0.04;0.04;0.06;0.09;0.028824243694544;3;
3145;miniXyce.x;;0.03;0.03;0.01;0.04;0.11;0.05747576802969;3;
3132;miniXyce.x;;0.03;0.03;0;0.03;0.06;0.025384964421391;4;
3154;miniXyce.x;;0.03;0.03;0;0.03;0.08;0.034962970763445;4;
3435;miniXyce.x;;0.03;0.03;0.01;0.02;0.04;0.012555364519358;4;
3155;miniXyce.x;;0.03;0.03;0;0.05;0.09;0.063426554203033;2;
3387;miniXyce.x;;0.02;0.02;0.01;0.02;0.03;0.0058386949822307;4;
3367;miniXyce.x;;0.02;0.02;0.01;0.02;0.04;0.014819008298218;4;
3141;miniXyce.x;;0.02;0.02;0.01;0.02;0.02;0.0072893346659839;4;
3162;miniXyce.x;;0.02;0.02;0.01;0.02;0.04;0.014843821525574;3;
3146;miniXyce.x;;0.02;0.02;0;0.02;0.04;0.01989695802331;3;
3137;miniXyce.x;;0.02;0.02;0;0.02;0.02;0.0085447812452912;4;
3349;miniXyce.x;;0.02;0.02;0;0.02;0.03;0.010963384993374;4;
3411;miniXyce.x;;0.01;0.01;0.01;0.01;0.02;0.00493178749457;4;
3666;miniXyce.x;;0.01;0.01;0.01;0.02;0.02;0.006074785720557;3;
3295;miniXyce.x;;0.01;0.01;0.01;0.02;0.02;0.0075974804349244;3;
3156;miniXyce.x;;0.01;0.01;0;0.02;0.04;0.028245912864804;2;
3201;miniXyce.x;;0.01;0.01;0;0.01;0.02;0.0099421022459865;3;
3432;miniXyce.x;;0.01;0.01;0.01;0.01;0.01;0.0026531380135566;4;
3168;miniXyce.x;;0.01;0.01;0;0.01;0.02;0.0098684979602695;3;
3336;miniXyce.x;;0.01;0.01;0;0.01;0.02;0.0073266476392746;4;
1611;miniXyce.x;;0.01;0.01;0;0.01;0.01;0.0040574260056019;4;
1544;miniXyce.x;;0.01;0.01;0;0.01;0.01;0.0041802027262747;4;
3142;miniXyce.x;;0.01;0.01;0;0.01;0.01;0.0049266153946519;4;
3120;miniXyce.x;;0.01;0.01;0;0.01;0.03;0.011435782536864;3;
3642;miniXyce.x;;0.01;0.01;0;0.01;0.01;0.0056731654331088;3;
3153;miniXyce.x;;0.01;0.01;0;0.01;0.01;0.0056731654331088;3;
3122;miniXyce.x;;0.01;0.01;0;0.01;0.01;0.00489646429196;3;
3135;miniXyce.x;;0.01;0.01;0;0.01;0.01;0.0049203294329345;4;
3638;miniXyce.x;;0.01;0.01;0;0.01;0.02;0.0085672456771135;3;
